Annotation Cluster 1	Enrichment Score: 1.7758134833205568
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0043623~cellular protein complex assembly	5	35.714285714285715	0.0011023820419873457	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	213	4642	9.080594679186229	0.5760442986397544	0.04415980742331782	1.672742159282603
GOTERM_BP_ALL	GO:0032272~negative regulation of protein polymerization	3	21.428571428571427	0.0011229200532507694	Q9NRC6, P13395, P02549	12	22	4697	53.375	0.618638203873181	0.04486738448515393	1.7254506921758006
GOTERM_BP_ALL	GO:0044707~single-multicellular organism process	10	71.42857142857143	0.0011342854603827157	Q9NRC6, Q23551, A8TX70, Q8WZ42, P13395, P21333, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	1532	4697	2.5549390774586596	0.6223431483949511	0.0432969619113891	1.7427712532807282
GOTERM_BP_FAT	GO:0032272~negative regulation of protein polymerization	3	21.428571428571427	0.0011493413727934414	Q9NRC6, P13395, P02549	12	22	4642	52.74999999999999	0.591270555003021	0.0437492335020363	1.7434136431454972
GOTERM_BP_ALL	GO:0007009~plasma membrane organization	4	28.57142857142857	0.0012121685159041892	P13395, P21333, Q2PZL6, P02549	12	96	4697	16.30902777777778	0.6467825650807115	0.04423822348356743	1.8613860308915209
GOTERM_BP_ALL	GO:0030042~actin filament depolymerization	3	21.428571428571427	0.0012282931493494062	Q9NRC6, P13395, P02549	12	23	4697	51.05434782608695	0.6516415451509611	0.04298715960431554	1.8859268739385815
GOTERM_BP_ALL	GO:0043242~negative regulation of protein complex disassembly	3	21.428571428571427	0.0012282931493494062	Q9NRC6, P13395, P02549	12	23	4697	51.05434782608695	0.6516415451509611	0.04298715960431554	1.8859268739385815
GOTERM_BP_ALL	GO:1901880~negative regulation of protein depolymerization	3	21.428571428571427	0.0012282931493494062	Q9NRC6, P13395, P02549	12	23	4697	51.05434782608695	0.6516415451509611	0.04298715960431554	1.8859268739385815
GOTERM_BP_FAT	GO:0007009~plasma membrane organization	4	28.57142857142857	0.001253992561023164	P13395, P21333, Q2PZL6, P02549	12	96	4642	16.118055555555554	0.6232669474643167	0.045422640260922575	1.9007377876569365
GOTERM_BP_FAT	GO:0030042~actin filament depolymerization	3	21.428571428571427	0.0012571747379748423	Q9NRC6, P13395, P02549	12	23	4642	50.45652173913043	0.6241996542140559	0.043511238358119875	1.9055179251876053
GOTERM_BP_FAT	GO:0043242~negative regulation of protein complex disassembly	3	21.428571428571427	0.0012571747379748423	Q9NRC6, P13395, P02549	12	23	4642	50.45652173913043	0.6241996542140559	0.043511238358119875	1.9055179251876053
GOTERM_BP_FAT	GO:1901880~negative regulation of protein depolymerization	3	21.428571428571427	0.0012571747379748423	Q9NRC6, P13395, P02549	12	23	4642	50.45652173913043	0.6241996542140559	0.043511238358119875	1.9055179251876053
GOTERM_BP_ALL	GO:0000904~cell morphogenesis involved in differentiation	5	35.714285714285715	0.00147736992284637	Q9NRC6, P13395, P21333, P02549, Q9VEN1	12	233	4697	8.399499284692418	0.7187526258419572	0.04947501047494007	2.264280142005093
GOTERM_BP_ALL	GO:0000902~cell morphogenesis	6	42.857142857142854	0.0015328464060135895	Q9NRC6, P13395, P21333, Q8TE73, P02549, Q9VEN1	12	414	4697	5.672705314009662	0.7318453020291824	0.04936275947580637	2.3483641215125695
GOTERM_BP_FAT	GO:0000904~cell morphogenesis involved in differentiation	5	35.714285714285715	0.0015435015361655916	Q9NRC6, P13395, P21333, P02549, Q9VEN1	12	233	4642	8.301144492131616	0.6993390022637903	0.050909339504525586	2.334736547248273
GOTERM_BP_ALL	GO:1901879~regulation of protein depolymerization	3	21.428571428571427	0.0015718055944856993	Q9NRC6, P13395, P02549	12	26	4697	45.16346153846154	0.7406742246353706	0.04875895590493706	2.4073728987017207
GOTERM_BP_FAT	GO:1901879~regulation of protein depolymerization	3	21.428571428571427	0.0016086912009009558	Q9NRC6, P13395, P02549	12	26	4642	44.63461538461538	0.7142304389207126	0.05085186513864315	2.4322135922589805
GOTERM_BP_FAT	GO:0000902~cell morphogenesis	6	42.857142857142854	0.0016169355266192908	Q9NRC6, P13395, P21333, Q8TE73, P02549, Q9VEN1	12	414	4642	5.6062801932367154	0.716060465526507	0.049112727116209065	2.4445347194893774
GOTERM_BP_ALL	GO:0032970~regulation of actin filament-based process	4	28.57142857142857	0.0018457841394376208	Q9NRC6, P13395, P21333, P02549	12	111	4697	14.105105105105105	0.7950821600507695	0.055039699940358844	2.821408032237438
GOTERM_BP_FAT	GO:0032970~regulation of actin filament-based process	4	28.57142857142857	0.0019090283891081267	Q9NRC6, P13395, P21333, P02549	12	111	4642	13.93993993993994	0.7738696239870912	0.055574618654344654	2.8801295924262726
GOTERM_BP_ALL	GO:0032501~multicellular organismal process	10	71.42857142857143	0.002026337480916354	Q9NRC6, Q23551, A8TX70, Q8WZ42, P13395, P21333, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	1645	4697	2.3794326241134756	0.8245430270538583	0.05824720379862014	3.093360576904436
GOTERM_BP_ALL	GO:0043244~regulation of protein complex disassembly	3	21.428571428571427	0.0020930681189257035	Q9NRC6, P13395, P02549	12	30	4697	39.141666666666666	0.8343262015384156	0.05816434460529896	3.193691101749052
GOTERM_BP_FAT	GO:0043244~regulation of protein complex disassembly	3	21.428571428571427	0.0021420562601563026	Q9NRC6, P13395, P02549	12	30	4642	38.68333333333333	0.8114340022997469	0.05991892368166685	3.226337179783212
GOTERM_BP_ALL	GO:0031333~negative regulation of protein complex assembly	3	21.428571428571427	0.002685564778338948	Q9NRC6, P13395, P02549	12	34	4697	34.536764705882355	0.9004717931721652	0.07172707570319592	4.080266999608995
GOTERM_BP_ALL	GO:0051261~protein depolymerization	3	21.428571428571427	0.002685564778338948	Q9NRC6, P13395, P02549	12	34	4697	34.536764705882355	0.9004717931721652	0.07172707570319592	4.080266999608995
GOTERM_BP_FAT	GO:0031333~negative regulation of protein complex assembly	3	21.428571428571427	0.002748253554565151	Q9NRC6, P13395, P02549	12	34	4642	34.13235294117647	0.8824727123207283	0.07361680461841236	4.121564069036754
GOTERM_BP_FAT	GO:0051261~protein depolymerization	3	21.428571428571427	0.002748253554565151	Q9NRC6, P13395, P02549	12	34	4642	34.13235294117647	0.8824727123207283	0.07361680461841236	4.121564069036754
GOTERM_BP_ALL	GO:0007409~axonogenesis	4	28.57142857142857	0.0028414953490111363	Q9NRC6, P13395, P02549, Q9VEN1	12	129	4697	12.136950904392764	0.9129674743483073	0.07345813016903768	4.312326285571411
GOTERM_BP_ALL	GO:0006935~chemotaxis	4	28.57142857142857	0.0029048607119396158	Q9NRC6, P13395, P02549, Q9VEN1	12	130	4697	12.043589743589742	0.9175857987046179	0.07284663815391101	4.406477846780299
GOTERM_BP_FAT	GO:0007409~axonogenesis	4	28.57142857142857	0.002938038876403082	Q9NRC6, P13395, P02549, Q9VEN1	12	129	4642	11.994832041343669	0.8986483082020571	0.07590140396298073	4.400242548897316
GOTERM_BP_FAT	GO:0006935~chemotaxis	4	28.57142857142857	0.0030035106458192974	Q9NRC6, P13395, P02549, Q9VEN1	12	130	4642	11.902564102564101	0.9036962021793575	0.0750432051080816	4.496204747363397
GOTERM_BP_ALL	GO:0042330~taxis	4	28.57142857142857	0.0031002383038901257	Q9NRC6, P13395, P02549, Q9VEN1	12	133	4697	11.771929824561402	0.9303405096735001	0.07536568142290889	4.69623481188568
GOTERM_BP_FAT	GO:0042330~taxis	4	28.57142857142857	0.0032053743484714674	Q9NRC6, P13395, P02549, Q9VEN1	12	133	4642	11.63408521303258	0.9177331095687618	0.0774131488021279	4.7915106802688285
GOTERM_BP_ALL	GO:0061564~axon development	4	28.57142857142857	0.0037349010323489296	Q9NRC6, P13395, P02549, Q9VEN1	12	142	4697	11.02582159624413	0.9596653491780303	0.08764840173327981	5.631819518732339
GOTERM_BP_FAT	GO:0061564~axon development	4	28.57142857142857	0.0038610210774866157	Q9NRC6, P13395, P02549, Q9VEN1	12	142	4642	10.896713615023472	0.9506929585514786	0.08976526470508595	5.744778056351663
GOTERM_BP_ALL	GO:0050793~regulation of developmental process	6	42.857142857142854	0.003948347254256331	Q23551, P13395, P21333, Q2PZL6, P02549, Q9VEN1	12	511	4697	4.595890410958904	0.966438895033698	0.08997985368795358	5.9445346107051655
GOTERM_BP_ALL	GO:0048666~neuron development	5	35.714285714285715	0.003993247105455732	Q9NRC6, P13395, Q2PZL6, P02549, Q9VEN1	12	305	4697	6.416666666666668	0.9677121773080533	0.08861106779316341	6.010192812837167
GOTERM_BP_FAT	GO:0048666~neuron development	5	35.714285714285715	0.004167453230671344	Q9NRC6, P13395, Q2PZL6, P02549, Q9VEN1	12	305	4642	6.341530054644809	0.9611890736422833	0.09376458397171539	6.18724469698666
GOTERM_BP_ALL	GO:0051493~regulation of cytoskeleton organization	4	28.57142857142857	0.004444673892200524	Q9NRC6, P13395, P02549, Q9VEN1	12	151	4697	10.368653421633553	0.9781166749370588	0.0956870057314193	6.667947438238187
GOTERM_BP_FAT	GO:0051493~regulation of cytoskeleton organization	4	28.57142857142857	0.004594119516823014	Q9NRC6, P13395, P02549, Q9VEN1	12	151	4642	10.247240618101545	0.9721928035093106	0.10000537067701232	6.800088513888769
GOTERM_BP_ALL	GO:0051494~negative regulation of cytoskeleton organization	3	21.428571428571427	0.004879207981250489	Q9NRC6, P13395, P02549	12	46	4697	25.527173913043477	0.984953454555627	0.10201804354450272	7.297019046347919
GOTERM_BP_FAT	GO:0051494~negative regulation of cytoskeleton organization	3	21.428571428571427	0.004992194191752063	Q9NRC6, P13395, P02549	12	46	4642	25.228260869565215	0.9796292275125388	0.10528250695267216	7.3684887814960405
GOTERM_BP_ALL	GO:0043624~cellular protein complex disassembly	3	21.428571428571427	0.005089549889518274	Q9NRC6, P13395, P02549	12	47	4697	24.984042553191486	0.9874493681044801	0.10367266780386186	7.600102655746587
GOTERM_BP_FAT	GO:0043624~cellular protein complex disassembly	3	21.428571428571427	0.005207327962596668	Q9NRC6, P13395, P02549	12	47	4642	24.69148936170213	0.9827834843579697	0.10669764382506108	7.674322349375773
GOTERM_BP_ALL	GO:0048731~system development	8	57.14285714285714	0.005477541800979773	Q9NRC6, Q23551, Q8WZ42, P13395, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	1114	4697	2.8108916816277674	0.991019049429145	0.1085827543043274	8.15673340207611
GOTERM_BP_ALL	GO:0048869~cellular developmental process	8	57.14285714285714	0.0055070473283310405	Q9NRC6, Q8WZ42, P13395, P21333, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	1115	4697	2.808370702541106	0.9912447792545019	0.10668143516972473	8.198934767622168
GOTERM_BP_ALL	GO:0048667~cell morphogenesis involved in neuron differentiation	4	28.57142857142857	0.006000055214283238	Q9NRC6, P13395, P02549, Q9VEN1	12	168	4697	9.319444444444445	0.9942786684667543	0.11315285938407005	8.901399229627039
GOTERM_BP_FAT	GO:0048667~cell morphogenesis involved in neuron differentiation	4	28.57142857142857	0.006200158369875496	Q9NRC6, P13395, P02549, Q9VEN1	12	168	4642	9.21031746031746	0.9920829707298964	0.12258635268213769	9.073539714588607
GOTERM_BP_ALL	GO:0048812~neuron projection morphogenesis	4	28.57142857142857	0.006512934698196244	Q9NRC6, P13395, P02549, Q9VEN1	12	173	4697	9.050096339113681	0.996325634558428	0.1196340536070466	9.62683928092014
GOTERM_BP_ALL	GO:0034622~cellular macromolecular complex assembly	5	35.714285714285715	0.006699795473490802	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	352	4697	5.559895833333334	0.996873270145134	0.12029848208285154	9.88979789139146
GOTERM_BP_ALL	GO:0048729~tissue morphogenesis	4	28.57142857142857	0.006725321076316878	Q8WZ42, P21333, Q2PZL6, Q9VEN1	12	175	4697	8.946666666666667	0.9969414568392027	0.11826663642972912	9.925663015222618
GOTERM_BP_FAT	GO:0048812~neuron projection morphogenesis	4	28.57142857142857	0.006729618200232577	Q9NRC6, P13395, P02549, Q9VEN1	12	173	4642	8.94412331406551	0.9947699756065772	0.12911537363307313	9.811591412074016
GOTERM_BP_ALL	GO:0030182~neuron differentiation	5	35.714285714285715	0.006768136733370515	Q9NRC6, P13395, Q2PZL6, P02549, Q9VEN1	12	353	4697	5.544145420207744	0.9970525118078299	0.1165976407565471	9.985791801455745
GOTERM_BP_FAT	GO:0048729~tissue morphogenesis	4	28.57142857142857	0.006948853957985215	Q8WZ42, P21333, Q2PZL6, Q9VEN1	12	175	4642	8.841904761904761	0.9955952832665378	0.1298629910120328	10.115557365052974
GOTERM_BP_FAT	GO:0034622~cellular macromolecular complex assembly	5	35.714285714285715	0.0069870320707069635	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	352	4642	5.494791666666666	0.9957250818249642	0.12748441092279905	10.168392560050831
GOTERM_BP_ALL	GO:0048646~anatomical structure formation involved in morphogenesis	5	35.714285714285715	0.007046264816919097	Q8WZ42, P13395, P21333, Q8TE73, Q9VEN1	12	357	4697	5.48202614379085	0.997682104426564	0.11873581161930957	10.375471766901267
GOTERM_BP_FAT	GO:0030182~neuron differentiation	5	35.714285714285715	0.007058194316911964	Q9NRC6, P13395, Q2PZL6, P02549, Q9VEN1	12	353	4642	5.479225684608121	0.9959569102752724	0.12576708121480018	10.266797466205768
GOTERM_BP_ALL	GO:0048856~anatomical structure development	9	64.28571428571429	0.007189930080226381	Q9NRC6, Q23551, Q8WZ42, P13395, P21333, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	1521	4697	2.3160749506903353	0.9979527218148772	0.11869535657365127	10.576139788126504
GOTERM_BP_FAT	GO:0048646~anatomical structure formation involved in morphogenesis	5	35.714285714285715	0.007347787910460928	Q8WZ42, P13395, P21333, Q8TE73, Q9VEN1	12	357	4642	5.417833800186742	0.9967777794619226	0.1276909797938407	10.666216330135757
GOTERM_BP_ALL	GO:0044767~single-organism developmental process	9	64.28571428571429	0.007653205663772838	Q9NRC6, Q23551, Q8WZ42, P13395, P21333, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	1535	4697	2.2949511400651463	0.9986283029735322	0.12351363594120524	11.220372314612137
GOTERM_BP_ALL	GO:0043241~protein complex disassembly	3	21.428571428571427	0.007673940875078386	Q9NRC6, P13395, P02549	12	58	4697	20.245689655172413	0.9986526759053017	0.12155386015824898	11.24910500638877
GOTERM_BP_ALL	GO:0007399~nervous system development	6	42.857142857142854	0.007799678228632515	Q9NRC6, P13395, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	597	4697	3.9338358458961475	0.998791479785096	0.12120111252907828	11.423152484680488
GOTERM_BP_FAT	GO:0043241~protein complex disassembly	3	21.428571428571427	0.007850215470889297	Q9NRC6, P13395, P02549	12	58	4642	20.008620689655174	0.9978268255658568	0.13289444767375436	11.355244557689714
GOTERM_BP_ALL	GO:0030041~actin filament polymerization	3	21.428571428571427	0.007933052790127251	Q9NRC6, P13395, P02549	12	59	4697	19.902542372881353	0.9989231351029741	0.12097132628264518	11.60742249899286
GOTERM_BP_ALL	GO:0030833~regulation of actin filament polymerization	3	21.428571428571427	0.007933052790127251	Q9NRC6, P13395, P02549	12	59	4697	19.902542372881353	0.9989231351029741	0.12097132628264518	11.60742249899286
GOTERM_BP_FAT	GO:0030833~regulation of actin filament polymerization	3	21.428571428571427	0.008115156308495412	Q9NRC6, P13395, P02549	12	59	4642	19.66949152542373	0.9982345487294502	0.1341781541941809	11.716580633687379
GOTERM_BP_FAT	GO:0030041~actin filament polymerization	3	21.428571428571427	0.008115156308495412	Q9NRC6, P13395, P02549	12	59	4642	19.66949152542373	0.9982345487294502	0.1341781541941809	11.716580633687379
GOTERM_BP_FAT	GO:0007399~nervous system development	6	42.857142857142854	0.008205388558851449	Q9NRC6, P13395, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	597	4642	3.8877721943048575	0.9983551847393485	0.13276671875515522	11.839328121762648
GOTERM_BP_ALL	GO:0032502~developmental process	9	64.28571428571429	0.008880448684458054	Q9NRC6, Q23551, Q8WZ42, P13395, P21333, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	1569	4697	2.2452198852772467	0.9995255994573328	0.13214507396264075	12.906058848421987
GOTERM_BP_ALL	GO:0032984~macromolecular complex disassembly	3	21.428571428571427	0.00900889599358869	Q9NRC6, P13395, P02549	12	63	4697	18.63888888888889	0.9995755265198648	0.13166322943169373	13.080746778448848
GOTERM_BP_ALL	GO:0048699~generation of neurons	5	35.714285714285715	0.009129969285742954	Q9NRC6, P13395, Q2PZL6, P02549, Q9VEN1	12	384	4697	5.096571180555555	0.9996177717733185	0.1310994958523517	13.245105943675417
GOTERM_BP_FAT	GO:0032984~macromolecular complex disassembly	3	21.428571428571427	0.009215136772799335	Q9NRC6, P13395, P02549	12	63	4642	18.42063492063492	0.9992553633319802	0.14493566608593556	13.202103347186034
GOTERM_BP_FAT	GO:0048699~generation of neurons	5	35.714285714285715	0.009516673538097887	Q9NRC6, P13395, Q2PZL6, P02549, Q9VEN1	12	384	4642	5.036892361111112	0.9994123786212812	0.1463941250044971	13.605229519471006
